,price_steel,price_rebar,price_glass,price_concrete,price_plywood
2011-06-27,7.5,14.25,26.0,26.26923076923077,10.5
2011-06-28,7.833333333333332,11.0,25.0,26.46875,11.833333333333336
2011-06-29,7.833333333333332,10.833333333333336,25.0,25.0625,11.833333333333336
2011-06-30,8.25,11.333333333333336,25.0,24.863636363636363,13.0
2011-07-01,8.25,12.75,25.0,24.863636363636363,12.666666666666664
2011-07-05,8.5,14.0,25.0,24.176470588235286,14.166666666666664
2011-07-06,9.0,14.0,25.0,24.882352941176467,15.0
2011-07-07,9.0,16.0,25.0,23.36666666666667,16.0
2011-07-08,8.25,12.0,25.0,23.323529411764717,16.5
2011-07-11,7.5,8.125,25.0,23.323529411764717,16.0
2011-07-12,7.5,8.5,25.0,23.107142857142854,21.0
2011-07-13,9.0,8.166666666666666,25.0,23.107142857142854,21.25
2011-07-14,9.5,8.0,25.0,23.44117647058824,21.0
2011-07-15,9.5,9.625,25.0,22.892857142857146,21.33333333333333
2011-07-18,10.75,16.5,25.0,22.75,21.0
2011-07-19,9.666666666666666,17.25,25.0,18.70833333333333,21.0
2011-07-20,9.666666666666666,15.5,25.0,18.70833333333333,22.0
2011-07-21,9.75,15.833333333333336,25.0,20.204545454545453,21.0
2011-07-22,9.75,16.5,25.0,21.07894736842105,23.0
2011-07-25,8.75,11.25,25.0,20.535714285714285,24.5
2011-07-26,8.75,10.5,25.0,19.5,26.0
2011-07-27,7.666666666666668,14.0,25.0,19.5,26.5
2011-07-28,7.625,12.0,25.0,19.9375,27.0
2011-07-29,7.75,10.0,25.0,19.575,27.5
2011-08-01,9.5,9.0,25.0,21.214285714285715,23.0
2011-08-02,9.5,10.333333333333334,25.0,22.722222222222214,20.25
2011-08-03,9.5,13.0,25.0,21.975,19.0
2011-08-04,9.5,10.625,25.0,19.291666666666668,19.0
2011-08-05,9.5,9.166666666666666,25.0,19.666666666666668,14.5
2011-08-08,9.0,9.666666666666666,25.0,21.88888888888889,17.5
2011-08-09,8.166666666666666,8.5,25.0,21.88888888888889,19.0
2011-08-10,7.5,8.5,25.0,20.0,17.0
2011-08-11,7.666666666666668,7.166666666666668,28.0,19.33333333333333,15.5
2011-08-12,8.166666666666666,6.833333333333332,28.0,19.02,15.5
2011-08-15,8.0,7.5,28.0,20.875,15.5
2011-08-16,8.0,7.5,28.0,17.586206896551722,13.75
2011-08-17,8.0,6.875,28.0,17.46875,13.25
2011-08-18,8.333333333333334,6.0,28.0,17.46875,14.25
2011-08-19,8.5,5.833333333333332,28.0,17.11764705882353,14.25
2011-08-22,11.0,,28.0,18.26086956521739,12.5
2011-08-23,10.0,,28.0,17.0,11.25
2011-08-24,9.875,,28.0,17.0,11.0
2011-08-25,10.5,,28.0,17.789473684210527,11.0
2011-08-26,10.5,,28.0,17.789473684210527,11.0
2011-08-29,11.0,,28.0,15.714285714285715,10.875
2011-08-30,10.0,,28.0,15.714285714285715,10.333333333333334
2011-08-31,10.0,,28.0,19.6,10.333333333333334
2011-09-01,10.0,,28.0,19.6,10.333333333333334
2011-09-02,10.5,,28.0,19.6,9.0
2011-09-06,11.25,,28.0,17.75,11.25
2011-09-07,11.25,,28.0,18.30769230769231,11.25
2011-09-08,10.5,,28.0,18.30769230769231,11.25
2011-09-09,10.5,34.5,28.0,16.705882352941178,10.666666666666666
2011-09-12,10.75,34.5,28.0,20.5625,11.0
2011-09-13,10.5,34.5,28.0,20.5,13.0
2011-09-14,10.25,36.0,28.0,21.095238095238095,11.0
2011-09-15,12.5,31.5,28.0,20.65909090909091,13.5
2011-09-16,12.0,31.5,28.0,20.39583333333333,14.0
2011-09-19,11.0,28.5,28.0,21.43478260869565,12.0
2011-09-20,11.0,23.25,28.0,21.42105263157895,10.5
2011-09-21,10.5,22.25,28.0,21.75,10.5
2011-09-22,,16.5,28.0,21.8,10.5
2011-09-23,,17.0,28.0,21.8,10.5
2011-09-26,8.5,16.0,28.0,20.13043478260869,11.5
2011-09-27,8.5,15.0,28.0,20.681818181818183,10.5
2011-09-28,8.5,15.0,28.0,20.214285714285715,11.5
2011-09-29,7.833333333333332,14.5,28.0,20.10606060606061,11.5
2011-09-30,7.833333333333332,14.0,28.0,20.10606060606061,9.5
2011-10-01,,,,,
2011-10-03,10.0,,28.0,20.3,9.5
2011-10-04,,17.0,28.0,19.975,10.0
2011-10-05,,16.5,28.0,20.068181818181817,12.0
2011-10-06,,18.33333333333333,28.0,19.931818181818183,10.0
2011-10-07,,18.33333333333333,28.0,19.931818181818183,8.75
2011-10-10,,,,,
2011-10-11,,28.5,28.0,17.9375,11.0
2011-10-12,13.166666666666664,26.5,28.0,18.315789473684205,11.75
2011-10-13,12.125,26.625,28.0,16.7,12.833333333333336
2011-10-14,11.5,22.25,28.0,15.678571428571427,9.0
2011-10-17,11.75,29.5,28.0,17.227272727272727,13.0
2011-10-18,9.833333333333334,21.66666666666667,28.0,18.25,15.0
2011-10-19,9.833333333333334,17.666666666666668,28.0,18.25,17.0
2011-10-20,10.5,11.5,28.0,18.25,14.0
2011-10-21,10.0,24.5,28.0,18.666666666666668,14.0
2011-10-24,8.0,16.5,28.0,16.15,13.333333333333336
2011-10-25,8.5,14.0,28.0,18.5,12.375
2011-10-26,,12.75,28.0,18.5,11.5
2011-10-27,7.5,12.75,28.0,18.5,10.75
2011-10-28,7.5,11.0,28.0,15.8,10.75
2011-10-31,,13.0,28.0,19.61111111111111,11.25
2011-11-01,,10.0,28.0,19.555555555555557,11.833333333333336
2011-11-02,,9.5,28.0,19.857142857142858,11.833333333333336
2011-11-03,15.0,,28.0,19.857142857142858,11.5
2011-11-04,15.0,12.0,28.0,20.0,11.2
2011-11-07,,16.833333333333332,28.0,21.2,10.0
2011-11-08,,18.0,28.0,20.46153846153846,9.5
2011-11-09,,16.25,28.0,20.266666666666666,8.875
2011-11-10,,18.75,28.0,20.266666666666666,8.875
2011-11-11,,,,,
2011-11-14,20.0,29.25,28.0,22.5,9.75
2011-11-15,,24.5,28.0,18.75,10.75
2011-11-16,17.5,24.08333333333333,28.0,18.75,10.0
2011-11-17,16.0,21.166666666666668,28.0,18.75,10.166666666666666
2011-11-18,16.0,22.5,28.0,18.75,10.166666666666666
2011-11-21,18.0,26.25,28.0,,10.5
2011-11-22,10.0,26.25,28.0,,10.5
2011-11-23,20.0,26.25,28.0,,10.5
2011-11-25,19.0,,28.0,,
2011-11-28,18.83333333333333,28.875,28.0,23.0,9.75
2011-11-29,18.83333333333333,28.5,28.0,21.9,9.625
2011-11-30,20.0,28.0,28.0,21.9,9.625
2011-12-01,20.0,20.33333333333333,28.0,19.83333333333333,9.625
2011-12-02,22.0,20.58333333333333,28.0,19.83333333333333,10.666666666666666
2011-12-05,20.83333333333333,25.214285714285715,28.0,20.25,10.25
2011-12-06,24.375,28.75,28.0,20.785714285714285,9.75
2011-12-07,23.33333333333333,21.1,28.0,20.785714285714285,9.75
2011-12-08,23.75,20.75,28.0,20.785714285714285,11.875
2011-12-09,23.0,27.0,28.0,20.25,11.5
2011-12-12,24.33333333333333,,28.0,29.33333333333333,12.75
2011-12-13,25.33333333333333,28.5,,31.25,14.5
2011-12-14,25.16666666666667,27.0,,31.75,13.333333333333336
2011-12-15,24.25,22.5,,29.0,14.75
2011-12-16,24.75,22.5,,29.0,14.75
2011-12-19,25.0,14.333333333333336,,,13.166666666666664
2011-12-20,21.0,13.5,,,14.125
2011-12-21,18.0,12.25,,,13.3125
2011-12-22,16.166666666666668,12.25,,,12.0625
2011-12-23,15.125,10.0,,,11.0
2011-12-27,15.8,9.5,,,12.375
2011-12-28,14.375,8.833333333333334,,18.0,12.375
2011-12-29,14.6,9.375,,18.0,12.375
2011-12-30,12.8,9.333333333333334,,18.0,12.375
2012-01-01,,,,,
2012-01-03,17.625,11.4,,,13.875
2012-01-04,13.375,10.9,,,15.333333333333336
2012-01-05,14.916666666666664,11.916666666666664,,,15.0
2012-01-06,14.7,11.4,,,14.25
2012-01-09,17.0,15.833333333333336,,,14.833333333333336
2012-01-10,15.375,16.5,,,14.833333333333336
2012-01-11,16.333333333333332,33.0,,,13.0
2012-01-12,17.75,33.75,,,11.25
2012-01-13,17.0625,31.5,,,13.333333333333336
2012-01-17,15.5,25.5,,,14.125
2012-01-18,16.833333333333332,19.5,,,15.666666666666664
2012-01-19,17.375,19.5,,,16.75
2012-01-20,16.0,15.75,,,
2012-01-23,14.5,19.5,,,
2012-01-24,15.0,19.5,,,
2012-01-25,13.5625,,,,
2012-01-26,11.0625,,,,
2012-01-27,11.25,,,,
2012-01-30,9.125,15.0,,,28.0
2012-01-31,10.125,11.0,,,28.0
2012-02-01,10.125,9.5,,,29.5
2012-02-02,8.5625,9.833333333333334,,,29.5
2012-02-03,8.375,9.833333333333334,,,30.33333333333333
2012-02-06,11.5,9.6,,,30.0
2012-02-07,13.625,9.5,,,33.5
2012-02-08,13.625,8.3,,,33.0
2012-02-09,13.625,7.125,,,33.0
2012-02-10,14.833333333333336,7.875,,,34.0
2012-02-13,13.75,16.5,,,32.75
2012-02-14,12.75,11.0,,,32.75
2012-02-15,13.0,11.0,,,32.0
2012-02-16,14.25,14.5,,,32.0
2012-02-17,13.875,14.0,,,31.83333333333333
2012-02-21,14.125,,,,32.625
2012-02-22,14.0,15.5,,,27.75
2012-02-23,14.25,12.5,,,26.5
2012-02-24,15.0,14.25,,,22.125
2012-02-27,11.75,11.0,,,19.166666666666668
2012-02-28,14.75,11.0,,,17.0
2012-02-29,13.0,9.875,,,15.5
2012-03-01,13.0,16.5,,,17.5
2012-03-02,13.0,14.0,,,15.625
2012-03-05,13.5,12.5,,,13.833333333333336
2012-03-06,12.5,9.75,,,13.875
2012-03-07,12.75,8.5,,,13.875
2012-03-08,12.416666666666664,9.7,,,14.0
2012-03-09,11.5,9.5,,,15.0
2012-03-12,11.5,9.25,,,14.375
2012-03-13,11.5,9.818181818181818,,,14.8
2012-03-14,10.25,9.863636363636363,,,13.7
2012-03-15,9.0,10.25,,,14.375
2012-03-16,9.0,9.9375,,,15.0
2012-03-19,10.0,13.75,,,14.25
2012-03-20,10.0,13.5,,,14.25
2012-03-21,11.166666666666664,16.833333333333332,,,13.0
2012-03-22,11.166666666666664,16.75,,,11.0
2012-03-23,12.0,18.666666666666668,,,12.0
2012-03-26,11.833333333333336,21.0,,,12.0
2012-03-27,12.0,18.357142857142858,,,11.4
2012-03-28,12.1,18.357142857142858,,,11.5
2012-03-29,12.1,18.0,,,11.75
2012-03-30,12.666666666666664,12.0,,,11.875
2012-04-01,,,,,
2012-04-02,10.75,19.625,,,11.375
2012-04-03,9.666666666666666,18.0,,,11.0
2012-04-04,9.666666666666666,19.75,,,12.0
2012-04-05,9.666666666666666,22.5,,,11.0
2012-04-06,12.5,22.5,,,11.0
2012-04-09,12.833333333333336,,,,
2012-04-10,12.75,22.5,,,11.375
2012-04-11,12.166666666666664,19.5,,,11.583333333333336
2012-04-12,11.833333333333336,19.5,,,11.2
2012-04-13,11.5,19.5,,,11.625
2012-04-16,10.125,19.5,,,13.0
2012-04-17,,19.5,,,12.25
2012-04-18,,17.75,,,12.25
2012-04-19,11.0,17.75,,,11.8
2012-04-20,11.0,17.75,,,14.25
2012-04-23,10.375,14.5,,,14.0
2012-04-24,9.25,11.0,30.0,,14.0
2012-04-25,8.75,9.5,30.0,,12.833333333333336
2012-04-26,9.0,9.5,30.0,,14.166666666666664
2012-04-27,9.0,5.0,30.0,,14.25
2012-04-30,8.75,,30.0,,14.125
2012-05-01,8.75,,30.0,,14.25
2012-05-02,7.75,,30.0,,13.666666666666664
2012-05-03,7.5,,30.0,,14.3
2012-05-04,7.5,,30.0,,14.3
2012-05-07,8.0,12.125,30.0,,14.625
2012-05-08,9.5,12.75,30.0,,13.125
2012-05-09,9.5,12.75,30.0,,13.25
2012-05-10,9.5,14.125,30.0,,12.833333333333336
2012-05-11,10.0,12.0,30.0,,11.5
2012-05-14,9.5,12.75,30.0,33.0,14.875
2012-05-15,10.0,15.5,22.0,33.0,14.875
2012-05-16,8.8125,14.125,22.0,33.0,14.875
2012-05-17,8.416666666666666,14.625,22.0,33.0,13.166666666666664
2012-05-18,7.25,14.25,23.0,33.0,13.166666666666664
2012-05-21,10.166666666666666,18.5,23.0,,13.166666666666664
2012-05-22,10.0,17.166666666666668,23.0,,11.75
2012-05-23,10.25,18.0,23.0,36.75,12.666666666666664
2012-05-24,9.0,17.75,23.0,38.5,11.875
2012-05-25,8.416666666666666,15.75,23.0,37.8,13.833333333333336
2012-05-29,7.5,15.75,23.0,40.625,13.75
2012-05-30,7.25,15.25,23.0,38.384615384615394,14.25
2012-05-31,7.1875,15.25,23.0,38.384615384615394,14.25
2012-06-01,6.45,15.25,23.0,37.1,13.833333333333336
2012-06-04,7.125,15.25,23.0,37.1,14.5
2012-06-05,6.9375,15.25,23.0,33.06666666666667,14.666666666666664
2012-06-06,6.625,14.25,23.0,33.06666666666667,14.666666666666664
2012-06-07,6.625,14.25,23.0,32.44444444444444,14.666666666666664
2012-06-08,6.25,13.5,23.0,32.44444444444444,14.75
2012-06-11,8.0,12.333333333333336,23.0,32.44444444444444,13.0
2012-06-12,7.833333333333332,12.333333333333336,23.0,35.22222222222222,13.0
2012-06-13,7.833333333333332,12.333333333333336,23.0,35.22222222222222,13.0
2012-06-14,7.75,12.0,23.0,35.22222222222222,12.833333333333336
2012-06-15,7.75,10.25,23.0,35.22222222222222,12.625
2012-06-18,7.5,9.666666666666666,23.0,35.444444444444436,12.5
2012-06-19,7.5,9.666666666666666,24.0,35.444444444444436,12.5
2012-06-20,7.25,8.833333333333334,24.0,34.27272727272727,12.5
2012-06-21,8.5,8.833333333333334,24.0,33.9375,12.5
2012-06-22,8.5,8.875,24.0,33.9375,10.6
2012-06-25,9.5,9.0,24.0,33.9375,11.6
2012-06-26,9.5,11.0,24.0,31.75,11.6
2012-06-27,8.5,9.333333333333334,26.0,32.357142857142854,11.0
2012-06-28,8.5,10.0,26.0,31.8,11.9
2012-06-29,8.5,8.0,29.0,31.8,10.857142857142858
2012-07-01,,,,,
2012-07-02,6.166666666666668,8.9,29.0,31.8,12.5
2012-07-03,7.25,8.9,29.0,30.4,12.75
2012-07-05,6.5,,29.0,28.30769230769231,12.625
2012-07-06,7.75,,29.0,28.30769230769231,12.625
2012-07-09,7.75,,29.0,28.30769230769231,13.75
2012-07-10,7.25,,29.0,24.25,12.5
2012-07-11,7.25,,29.0,23.4,13.5
2012-07-12,7.25,,29.0,23.4,13.5
2012-07-13,7.25,,29.0,23.4,13.5
2012-07-16,7.25,,29.0,23.4,13.0
2012-07-17,7.25,,29.0,21.285714285714285,13.0
2012-07-18,8.25,,29.0,21.285714285714285,13.0
2012-07-19,7.166666666666668,,29.0,21.75,14.0
2012-07-20,7.166666666666668,,29.0,21.2,14.0
2012-07-23,7.25,,29.0,25.0,13.0
2012-07-24,7.25,,29.0,24.75,13.0
2012-07-25,7.375,,29.0,23.0,11.5
2012-07-26,6.4375,,29.0,22.035714285714285,8.625
2012-07-27,6.4375,,29.0,22.035714285714285,8.625
2012-07-30,7.416666666666668,,29.0,24.0,13.0
2012-07-31,7.083333333333332,,29.0,23.5,13.0
2012-08-01,7.083333333333332,,29.0,22.66666666666667,12.666666666666664
2012-08-02,8.125,,29.0,22.66666666666667,11.25
2012-08-03,8.125,,29.0,22.13636363636364,11.25
2012-08-06,8.25,,29.0,22.13636363636364,12.833333333333336
2012-08-07,9.0,,29.0,21.166666666666668,12.833333333333336
2012-08-08,9.0,,29.0,21.166666666666668,12.833333333333336
2012-08-09,9.0,,29.0,20.70833333333333,10.0
2012-08-10,9.25,,29.0,20.666666666666668,12.5
2012-08-13,10.375,,29.0,20.95,13.0
2012-08-14,10.125,,29.0,20.4375,13.0
2012-08-15,10.375,,29.0,20.4375,13.0
2012-08-16,10.25,,29.0,19.416666666666668,13.0
2012-08-17,10.0,,29.0,19.416666666666668,13.0
2012-08-20,9.5,,29.0,20.928571428571427,13.0
2012-08-21,9.5,,29.0,23.95454545454545,13.0
2012-08-22,8.666666666666666,,29.0,23.83333333333333,13.0
2012-08-23,7.666666666666668,,29.0,23.83333333333333,15.5
2012-08-24,8.0,,29.0,23.83333333333333,15.0
2012-08-27,7.333333333333332,,29.0,25.142857142857146,13.0
2012-08-28,7.333333333333332,,29.0,27.66666666666667,11.666666666666664
2012-08-29,7.333333333333332,,29.0,26.0,11.666666666666664
2012-08-30,7.333333333333332,,29.0,24.94444444444445,11.666666666666664
2012-08-31,7.5,,29.0,25.26315789473684,11.666666666666664
2012-09-01,,,,,
2012-09-04,7.5,21.25,29.0,21.3,14.0
2012-09-05,7.25,20.25,29.0,21.63888888888889,14.5
2012-09-06,7.25,19.5,29.0,21.815789473684205,14.5
2012-09-07,7.833333333333332,19.5,29.0,23.13636363636364,14.5
2012-09-10,11.0,20.25,29.0,25.115384615384606,14.0
2012-09-11,10.5,22.5,29.0,25.264705882352942,14.0
2012-09-12,10.25,22.5,29.0,25.80434782608696,14.75
2012-09-13,10.5,21.25,29.0,25.108695652173914,12.833333333333336
2012-09-14,10.5,23.25,29.0,25.5625,14.75
2012-09-17,8.5,21.25,28.0,25.775,11.0
2012-09-18,12.0,19.0,28.0,27.53125,12.666666666666664
2012-09-19,11.5,18.75,28.0,27.53125,12.666666666666664
2012-09-20,11.5,18.25,28.0,26.595238095238088,11.0
2012-09-21,11.5,16.5,28.0,26.595238095238088,12.666666666666664
2012-09-24,10.0,18.25,28.0,26.595238095238088,10.5
2012-09-25,9.5,18.25,28.0,26.884615384615394,10.4
2012-09-26,9.375,22.5,28.0,26.82142857142857,9.25
2012-09-27,9.375,18.25,28.0,25.7,8.75
2012-09-28,9.125,16.75,28.0,25.305555555555557,10.5
2012-10-01,8.875,17.0,28.0,25.305555555555557,14.75
2012-10-02,9.125,16.25,28.0,23.72,14.75
2012-10-03,8.0,16.25,28.0,23.72,12.5
2012-10-04,7.5,15.0,28.0,23.72,14.25
2012-10-05,7.333333333333332,15.0,28.0,23.72,14.25
2012-10-08,,,,,
2012-10-09,8.375,19.5,28.0,22.54545454545455,16.25
2012-10-10,8.25,19.5,28.0,24.125,16.5
2012-10-11,8.25,19.5,28.0,24.277777777777786,17.0
2012-10-12,7.875,19.5,28.0,24.36842105263158,17.0
2012-10-15,6.625,19.33333333333333,28.0,26.0,19.0
2012-10-16,7.0,16.5,28.0,28.5,19.0
2012-10-17,7.0,15.875,28.0,26.83333333333333,17.0
2012-10-18,7.875,15.875,28.0,25.566666666666666,18.0
2012-10-19,7.0,16.625,28.0,25.566666666666666,18.0
2012-10-22,10.75,23.125,28.0,25.566666666666666,17.333333333333332
2012-10-23,9.666666666666666,22.375,28.0,21.181818181818183,16.5
2012-10-24,8.333333333333334,19.166666666666668,28.0,21.181818181818183,15.75
2012-10-25,8.0,17.625,28.0,21.181818181818183,15.0
2012-10-26,8.0,15.0,28.0,22.54166666666667,15.0
2012-10-29,7.0,12.7,28.0,22.54166666666667,13.75
2012-10-30,7.0,,28.0,,
2012-10-31,,14.0,28.0,28.0,12.166666666666664
2012-11-01,,11.8,28.0,28.0,12.0
2012-11-02,11.25,12.0,28.0,28.0,11.333333333333336
2012-11-05,11.5,,28.0,,12.5
2012-11-06,11.0,,28.0,,13.0
2012-11-07,14.5,,28.0,,12.833333333333336
2012-11-08,11.0,,28.0,,11.5
2012-11-09,11.0,,28.0,,11.5
2012-11-12,,,,,
2012-11-13,,24.0,28.0,38.0,12.666666666666664
2012-11-14,16.25,23.4,28.0,34.55555555555556,12.5
2012-11-15,18.0,25.75,28.0,34.2,11.375
2012-11-16,20.0,23.5,28.0,35.666666666666664,11.666666666666664
2012-11-19,21.5,33.333333333333336,28.0,30.75,11.5
2012-11-20,21.0,27.625,28.0,35.7,12.5
2012-11-21,20.5,39.0,28.0,29.75,10.5
2012-11-23,21.33333333333333,,28.0,,
2012-11-26,21.33333333333333,35.0,28.0,28.75,10.666666666666666
2012-11-27,21.33333333333333,33.125,28.0,28.75,10.666666666666666
2012-11-28,21.66666666666667,33.125,28.0,28.714285714285715,10.666666666666666
2012-11-29,21.5,32.5,28.0,28.714285714285715,10.0
2012-11-30,18.5,32.5,28.0,28.714285714285715,10.0
2012-12-01,,,,,
2012-12-03,26.66666666666667,36.375,28.0,24.125,9.25
2012-12-04,24.25,33.375,28.0,24.125,10.0
2012-12-05,18.25,33.375,28.0,24.125,9.5
2012-12-06,26.0,29.41666666666667,28.0,24.125,9.0
2012-12-07,27.0,28.125,28.0,24.125,9.0
2012-12-10,31.5,37.875,28.0,,8.333333333333334
2012-12-11,31.5,38.25,28.0,15.0,8.333333333333334
2012-12-12,31.5,37.125,28.0,15.0,8.333333333333334
2012-12-13,31.0,38.75,28.0,14.0,8.333333333333334
2012-12-14,29.66666666666667,37.5,28.0,14.0,8.333333333333334
2012-12-17,30.66666666666667,39.5,28.0,15.0,8.5
2012-12-18,30.33333333333333,36.0,28.0,32.0,7.666666666666668
2012-12-19,30.33333333333333,28.5,28.0,32.0,7.666666666666668
2012-12-20,29.58333333333333,27.75,28.0,,7.666666666666668
2012-12-21,30.0,27.75,28.0,,7.333333333333332
2012-12-24,,,,,
2012-12-26,29.0,,28.0,,
2012-12-27,24.66666666666667,19.375,,,7.5
2012-12-28,19.666666666666668,28.5,,,6.5
2012-12-31,15.6,24.0,,,6.875
2013-01-01,,,,,
2013-01-02,16.0,19.5,,,6.5
2013-01-03,14.166666666666664,17.25,,,7.333333333333332
2013-01-04,17.25,15.333333333333336,,,6.75
2013-01-07,10.0,17.125,,,6.75
2013-01-08,12.7,17.125,,,6.75
2013-01-09,9.166666666666666,17.125,,,5.75
2013-01-10,11.5,16.875,,,6.6
2013-01-11,11.125,16.875,,,5.75
2013-01-14,10.4,17.5,,,8.5
2013-01-15,10.4,15.0,,,10.166666666666666
2013-01-16,11.2,15.375,,,8.75
2013-01-17,9.5,13.666666666666664,,,7.75
2013-01-18,9.875,12.333333333333336,,,9.833333333333334
2013-01-22,8.625,12.0,,,12.5
2013-01-23,9.375,12.0,,,12.5
2013-01-24,9.7,11.5,,,13.0
2013-01-25,11.375,13.166666666666664,,,13.666666666666664
2013-01-28,7.2,13.166666666666664,,,11.166666666666664
2013-01-29,7.3,12.375,,,11.166666666666664
2013-01-30,7.3125,12.375,,,11.166666666666664
2013-01-31,7.833333333333332,,,,10.666666666666666
2013-02-01,9.75,,,,10.666666666666666
2013-02-04,11.25,12.0,,,10.25
2013-02-05,12.5,11.166666666666664,,,10.125
2013-02-06,12.5,11.166666666666664,,,9.875
2013-02-07,13.5,17.0,,,11.1
2013-02-08,17.0,22.5,,,9.5
2013-02-11,19.0,22.5,,,10.0
2013-02-12,18.0,22.5,,,10.4
2013-02-13,21.0,22.5,,,10.4
2013-02-14,19.0,22.5,,,10.2
2013-02-15,19.0,24.16666666666667,,,10.3
2013-02-19,19.0,22.5,,,11.9
2013-02-20,18.5,23.25,,,10.666666666666666
2013-02-21,18.5,26.66666666666667,,,13.125
2013-02-22,18.5,26.5,,,13.125
2013-02-25,19.5,27.0,,,12.833333333333336
2013-02-26,14.0,24.0,,,12.833333333333336
2013-02-27,15.5,21.0,,,12.875
2013-02-28,13.5,19.5,,,14.75
2013-03-01,12.75,16.5,,,13.75
2013-03-04,12.25,24.0,,,14.5
2013-03-05,12.0,22.5,,,17.5
2013-03-06,12.0,,,,20.0
2013-03-07,12.666666666666664,,,,17.666666666666668
2013-03-08,13.166666666666664,,,,18.5
2013-03-11,14.5,,,,19.75
2013-03-12,14.625,22.5,,,19.0
2013-03-13,14.0,24.0,,,19.0
2013-03-14,17.0,22.5,,,18.6
2013-03-15,17.0,22.5,,,18.0
2013-03-18,14.5,22.5,,,17.5
2013-03-19,13.833333333333336,21.75,,,17.25
2013-03-20,10.75,20.75,,,17.25
2013-03-21,12.333333333333336,20.25,,,17.25
2013-03-22,9.75,18.25,,,16.6
2013-03-25,10.5,,,,17.5
2013-03-26,9.125,,,,17.5
2013-03-27,8.375,,,,17.0
2013-03-28,6.25,,,,16.0
2013-03-29,6.5,8.666666666666666,,,16.0
2013-04-01,7.666666666666668,,,,
2013-04-02,7.166666666666668,9.25,,,14.75
2013-04-03,5.7,8.333333333333334,,,14.75
2013-04-04,5.55,7.0,,,14.75
2013-04-05,5.9375,6.0,,,14.75
2013-04-08,6.9,7.5,,,13.0
2013-04-09,6.9,7.5,,,13.0
2013-04-10,5.8,6.75,,,13.0
2013-04-11,5.375,4.25,,,13.0
2013-04-12,5.8,5.2,,,13.0
2013-04-15,5.9,8.833333333333334,,,11.0
2013-04-16,6.625,8.714285714285714,39.0,,11.0
2013-04-17,6.75,8.666666666666666,39.0,,13.0
2013-04-18,7.0,8.166666666666666,39.0,,13.5
2013-04-19,6.666666666666668,7.05,39.0,,12.75
2013-04-22,6.5,7.0,39.0,,14.333333333333336
2013-04-23,7.5,7.0,39.0,,12.666666666666664
2013-04-24,6.25,7.0,39.0,,13.0
2013-04-25,9.0,7.4,39.0,,12.5
2013-04-26,9.0,7.4,39.0,,12.5
2013-04-29,7.166666666666668,7.25,39.0,,16.333333333333332
2013-04-30,7.166666666666668,7.25,39.0,,16.333333333333332
2013-05-01,7.166666666666668,7.1,39.0,,15.666666666666664
2013-05-02,7.166666666666668,,39.0,,15.833333333333336
2013-05-03,7.333333333333332,,39.0,,15.833333333333336
2013-05-06,8.5,,39.0,,14.75
2013-05-07,8.3125,,39.0,,13.5
2013-05-08,8.3125,,39.0,,12.0
2013-05-09,10.0,,39.0,,15.0
2013-05-10,10.0,,39.0,,15.333333333333336
2013-05-13,11.0,,39.0,,13.75
2013-05-14,9.833333333333334,,39.0,,13.333333333333336
2013-05-15,9.833333333333334,,39.0,,11.5
2013-05-16,10.0,,39.0,,12.0
2013-05-17,9.833333333333334,,39.0,,12.0
2013-05-20,9.666666666666666,,39.0,,14.625
2013-05-21,9.666666666666666,,39.0,,13.75
2013-05-22,9.5,,39.0,,14.2
2013-05-23,9.166666666666666,,39.0,42.5,12.625
2013-05-24,9.166666666666666,,39.0,42.5,12.166666666666664
2013-05-28,9.25,5.5,39.0,,12.375
2013-05-29,9.25,5.0,39.0,,11.5
2013-05-30,8.375,,39.0,39.125,13.666666666666664
2013-05-31,8.375,13.0,39.0,39.125,13.0
2013-06-01,,,,,
2013-06-03,7.083333333333332,13.0,39.0,39.125,13.333333333333336
2013-06-04,7.25,15.0,39.0,39.53846153846154,13.333333333333336
2013-06-05,7.25,15.0,39.0,37.6,13.666666666666664
2013-06-06,7.25,15.0,39.0,37.6,13.5
2013-06-07,6.833333333333332,15.0,39.0,37.6,13.5
2013-06-10,8.625,17.0,39.0,37.6,13.3
2013-06-11,8.75,16.5,39.0,29.25,12.285714285714285
2013-06-12,8.75,15.5,39.0,27.714285714285715,12.0
2013-06-13,9.0,15.0,39.0,23.363636363636363,12.0
2013-06-14,9.0,15.0,39.0,23.363636363636363,11.875
2013-06-17,9.0,15.25,39.0,23.363636363636363,12.1
2013-06-18,9.25,15.75,39.0,29.16666666666667,11.833333333333336
2013-06-19,9.25,19.5,39.0,29.16666666666667,11.214285714285712
2013-06-20,9.25,19.5,39.0,29.16666666666667,10.357142857142858
2013-06-21,9.75,,39.0,29.16666666666667,10.357142857142858
2013-06-24,10.5,,39.0,24.555555555555557,11.5
2013-06-25,10.5,,,24.555555555555557,11.5
2013-06-26,10.25,,,24.619047619047624,11.5
2013-06-27,9.833333333333334,,28.0,25.04347826086957,11.125
2013-06-28,10.0,,28.0,25.04347826086957,11.125
2013-07-01,10.75,,28.0,25.04347826086957,11.0
2013-07-02,8.75,,28.0,22.642857142857146,11.0
2013-07-03,8.666666666666666,,28.0,21.0625,11.25
2013-07-05,8.5,,28.0,,
2013-07-08,7.5,,28.0,21.0625,11.25
